;Review;Class
1311;Nos encantó la experiencia de visitar este zoológico, debemos de estar orgullosos de tener un santuario de animales que protegen y cuidan la vida animal. El espectáculo de las aves excelente. Ojalá sigamos apoyando estos lugares. Experiencia altamente recomendada.;5
1312;"Para comer, tomar y dejar su huella!!! 
Bien pequeña pero como mucha historia y anecdotas de todas partes del mundo!
Asi sea q pases solo a mirar....";4
1313;Después de nadar, nos dirigimos hacia el pescado azul para el almuerzo bajo una sombrilla. Ceviche, ensalada del dia bike rosada y eran todos muy buenos. El servicio y el ambiente también son muy agradables. Fue un día muy caliente, húmedo y apreciamos el ventilador que se puso para los patrones. Lo recomiendo.;5
1314;Maravilloso y enorme crepes para el desayuno. Una gran variedad de huevos, salchicha y hierbas lleno crepes. No más tortillas para mí. Sólo crepes!;4
1315;Encantadoras en la noche o temprano por las mañanas cuando el Malecón cobra vida pero por lo demás ... Bastante regular, mirando a la pared de cemento, el agua estaba parcialmente contaminada;3
1316;Ya estando en el parque, una parada obligada es el museo, pregunta por el show de luces en el horno, al cual se agregan efectos como chispas y fuego, esto mientras ves un vídeo de la fundición.Muy ilustrativo!Recomendable!;5
1317;A mi me sorprendió pero a mal. El famosísimo Malecón de La Habana, resulto ser un paseo marítimo con un murete de hormigon, pegado a una carretera de dos carriles por sentido con circulación constante y edificios medio en ruinas. Para mi nada en especial.;3
1318;Excelente servicio, quedamos encantados, por ahí volveremos otro dia, se logro el objetivo que perseguíamos y descansamos por el fin de semana, además la ubicación es muy buena pues tiene muchas cosas cerca para visitar.;5
1319;Pedimos mixto , paleta , riñonada y arrachera me gusto, esta mejor el gran pastor o san carlos, baños sucios y viejos.;5
1320;Impresiona un cementerio tan bonito y bien conservado. Como nos dijo un cubano : todos los que no están ahí, estàn acá!;3
1321;Caminamos muchas veces por aquí, el sol es fuerte y pega, a la noche y sobre todo los domingos se llena de gente.;4
1322;Pedí una habitación “premium” y las habitaciones NO son de uña hotel 5 estrellas, varias cosas necesitan mantenimiento y otras no funcionan bien, de hecho son bastante malas. Hay cortos en la electricidad. Algunos camarer@s son muy amables, pero la mayoria no atienden bien. En la cafetería en repetidas ocaciones no había quien atendiera y cuando había, atendían de mala gana, con pereza y mala cara, cómo si lo que les pedía fuera regalado. El desayuno es muy regular, fue exacta el mismo los 4 días que estuve hospedado. No hay muchas opciones.;3
1323;"2015 Enero fuimos en unas vacaciones de golf de ILT, que estaba programado para residencias Marival Resorts de lujo pero había un problema, las habitaciones no estaban listas. Recibimos una carta de ILT indicando que estaban mejorando a Villa La Estancia en sus gastos. El Flyer acompañante mostró un complejo hermoso. Es un hermoso complejo por desgracia no estábamos realmente allí sino habitaciones en el complejo más viejo al lado, la Villa Del Palmar Flamingos. Me siento que puedo revisión Villa La Estancia, aunque ya que son hermana resorts y nuestro paquete de todo incluido incluye ambos complejos.
Las habitaciones eran modernas 2 habitaciones suites con cocinas, lavadoras y secadoras y grandes balcones. (Algunos de nuestro grupo no te alojas allí) tiene una hermosa y amplia piscina con un bar en la piscina. Disfrutamos del hoyo 19, el restaurante de la piscina. De hecho nos gustó mucho los tacos, las quesadillas de pescado que otra persona se quejaron. El servicio era muy bueno, ya que era el servicio alrededor de la piscina.
No estábamos impresionados con el restaurante principal. El servicio era lento y diría que el frutti de Mare era mejor en nuestra Pasta Pamadoro local que estaba allí. Preferimos los restaurantes en flamencos.
La única cosa que no puede ser mejor es que el complejo está en la playa y es una playa que no está invadido por vendedores ambulantes. Nadie te molesta si sólo quieres sentarte o si quieres caminar, y puedes caminar por millas hacia ambos lados.
Siento que ILT no siga por su promesa pero tuvimos la oportunidad de disfrutar Villa la Estancia sin quedarse allí y lo recomiendo a cualquiera.
Leer menos";3
1324;Es una de las atracciones de Bogotá, es ideal subir el cerro en un día soleado para poder tener una buena panorámica de la ciudad, lo ideal es llegar cerca de las 10 para tomar el funicular de subida y regresar después de las 11hrs para poder bajar en el teleférico. Aquí una vez más se puede notar el fervor religioso del pueblo colombiano ;5
1325;Yo estaba allí para salir por la noche con un colega de negocios y nos lo pasamos muy bien. Hay 3 categorías de precio y elegimos el mejor (más caro) 95 CUC. Se incluye una copa de champán, botella de ron local y nos sentamos junto al escenario.;5
1326;Bastante interesante y buen lugar para pasear con los hijos, es la segunda vez que lo visitamos , nos toco compartir el pastel de vegetales en el dia mundial del manati. asi como el pinguinario. Muy agradable la mejora de la nueva atraccion en 4D, el tunel y la casa de espejos. comida economica en el mismo lugar.;4
1327;Gran lugar, excelente servicio. Perdimos una reserva por motivos de trabajo sin embargo al hacerlo saber a su personal nos apoyaron en conseguir un espacio, mientras esperábamos disfrutamos de la decoración del lugar en la barra, muy lindo lugar, deliciosa comida y muy buen servicio. A mi esposa le gusta un vino que no tenia el restaurante, preguntamos y nosotros podíamos llevar nuestra propia botella, gran acierto de su parte. Esperamos volver pronto.;4
1328;"Excelente hotel para pasar días de relax. La atención del personal de recepción, restaurantes, albercas, entretenimiento, camaristas, excelente!!!
Pasamos una semana completa en el hotel y nos la pasamos muy apapachados por el personal... Gracias Martin y Canario (de alberca) por todas sus atenciones... Francisco ( market) Cerezo (Zen) Rosario (camarista) también nos hicieron sentir en casa! Gente como ustedes pone en alto el nombre de México !!!";5
1329;Ideal para recorrer al atardecer o a la mañana muy temprano. Porque hace muchisimo calor. Caserones antiguos muy biem conservados, con mucha vegetacion. Precioso para recorrer y llegar al centro historico de la ciudad de Merida y visitar entre otras cosas la catedral, la casa de Montejo, la plaza mayor y diafrutar de la deliciosa comida de Yucateña;4
1330;"La comida era muy buena, así como también las margaritas. El personal fue muy atento. Hay un cupón para una margarita gratis así que intenta encontrar. Pide a la anfitriona para uno si no puedes encontrar uno.
Una velada muy agradable y muy familiar";4
1331;"Evitar! un lugar para los turistas!

Terminamos en el Guajirito después de un día de turismo por la zona y visitar un montón de cosas en la Habana. Parecía un buen lugar con comida local y los precios medios para los turistas en la comida....Pedimos la vieja ropa como plato principal y luego algún arroz con frijoles y la bebida local. Pedimos una copa sólo para probar y trajeron un tarro diciéndonos que un tarro era el tamaño de la bebida.

La calidad de la comida no era muy buena, pero era comestible.

Al llegar la factura que estábamos pidiendo 6 copas de beber! más dinero del que el coste total de todas las otras partes de la comida. Les dijimos que habíamos pedido una copa y la camarera el tarro, que por cierto, no aceptaron.

En general, muy cara comida, mala calidad y no existe voluntad de ayudar de los servicios.Más";2
1332;"Me lo recomendaron como un ""must"" y en lo absoluto.
Es un lugar a donde les da igual si estás o no, vi los comentarios de trip, y aún así me fui... 
Llegas y nadie te atiende, mejor me senté en donde quise, estaba en...Más";3
1333;Muy interesante, les recomiendo el tour con guía ya que te hace la visita muy provechosa y entretenida, impresionantes piezas e información ;5
1334;Totalmente satisfecho con el servicio, la calidad humana, la comida,a pesar de ser una edificación no tan nueva está muy bien sostenida y no tiene nada que envidiar a otros hoteles más modernos . gracias;5
1335;La experiencia de la comida Nikkei siempre es fascinante para el que valora los olores, texturas y aromas de un buen plato.  Tienen una amplia de variedad de opciones clásicas y fusiones,  también platos para compartir tipo tapa. Recomendado el chanchito nikkei;5
1336;"En realidad no es un restaurante, sino una panadería!! aunque creo también se puede comer algo ahí; sin embargo tienen una gran variedad de panes y, todos los que he probado son muy buenos. Lástima que los precios son algo elevados.";3
1337;Siendo un restaurante especializado en cortes de carne la verdad se me hizo super simple el sabor, pedimos un atún sellado no me agrado tanto que viniera con tansa salsa ya que se cocio muy rapido, corte de carne tacos de arrachera, espinacas y betabel...Más;5
1338;"Es una hermosura el Morro, pues lo tienen muy bien cuidado y con una iluminación acogedora y romántica. La vista que se mira de La Habana es linda y apacible. Yo recomiendo más ir de noche cuando en  punto de las 9 de la noche, se hace la tradición de ""el cañonazo"", que literal es la encendida de un cañón, recordando la historia que data desde el siglo XVIII cuando desde esa propia Fortaleza disparaban una salva a las 6 de la mañana para anunciar la apertura de las puertas de la ciudad y su cierre a las 9 p.m., y lo actúan muchachos del Servicio Militar vestidos con uniformes similares a los utilizados por los soldados de la época de Carlos III. El costo actual es de 8 CUC para turistas (8 dólares aprox) y 3 pesos cubanos para locales.";4
1339;El Capitolio estaba bajo renovación cuando fui, pero desde que parecía absolutamente precioso. Es muy grande. Sin duda no te lo pierdas. Es céntrico, por lo que definitivamente a mirar.;5
1340;Hotel 4 estrellas. Delicioso desayuno buffet, excelentes habitaciones, ubicado en una zona muy agradable, apartado del ruido pero cerca de todo. Personal muy dispuesto a ayudarte y amable.  Solo le faltaria una piscina.;4
1341;Visitamos el restaurant con mucha expectativa (lugar 8), tengo como referencia un par de restaurants Hindus en EUA y el Dawat en CDMX. Los platillos no son malos pero durante el fin de semana no tenian lentejas y naan. Lo que si es pesimo es...Más;3
1342;El aire acondicionado nunca enfrió, se pidió ayuda y hasta nos cambiaron de cuarto, pero el resultado fue el mismo. Primavera en Monterrey y sin aire acondicionado, la verdad cero recomendable este hotel. Hay otros más baratos y en mucho mejores condiciones en el área de San Pedro.;2
1343;Cierran a las 3 pm, cobraron $85 adultos y niños (por lo menos los de 2 años) y adulto mayor gratis. A la entrada hay guías.  Se juntan grupos de mínimo 10 personas y te cobran $70 por persona o $700 a quien se los pague. Excelente explicación y atención de parte de ellos. Poca claridad de información en redes, y el número telefónico no sirve. Llegamos fácilmente con waze. Lleven buen bloqueador, sombrero y de preferencia tenis.;3
1344;Soy cubano. Esa imagen de ese asesino es una infamia. Ese edificio, antes de 1959, era el Tribunal de Cuentas de La Habana, que formó parte de la Plaza de la República, o Plaza Cívica. El Che asesinó a miles de cubanos en La Cabaña por pensar diferente.;5
1345;estuve  hace  una  semana  en ese hotel,  no me  fue mal, es cierto que el  aire acondicionado  no  sirve  bien,  pero  refresca  la  habitacion,   eso si, no dan  ni un vaso de agua  por que todo esta  en el  frigobar, (con costo por supuesto)  se me  hizo  un poco  descuidado  y viejo,  pero  por  el precio creo que esta   bien.;2
1346;Ubicado en la zona más exclusiva de La Habana, con todas las amenidades para disfrutar. Comidas buenas y excelentes postres en los buffet;5
1347;El cementerio de Còlon en la Habana,es una preciosidad. LLENA de mausoleos,pertenecientes a españoles que eran los terratenientes alli.Hay apellidos catalanes  valencianos ,federacion asturiana y gallega .Son los mausoleos ,algunos monumentales ,que merece la pena visitar.Nos acompaño un guia,que sabia muy bien la història de aquellos il·lustres españoles y nos lo hizo muy agradable.es el que se ve en la primera foto.Vale la pena que os lo explique él;5
1348;"Hay dos formas de recorrerlo, caminando o por medio de la embarcación, la diferencia es que esta última tiene un costo ($100 por persona redondo) descuentos a niños, adultos mayores y estudiantes. Las embarcaciones salen cada 30 min, recomiendo tomarla a las 6.30 Pm que es cuando ya prendieron las luces de los encinos Dentro de la embarcación pueden viajar personas con sillas de rueda Los boletos se compran en la taquilla que está a la altura de la ""olla de vaciado"" Si vas en la mañana o tarde lleva bloqueador solar y repelente de mosquitos Considero que un súper plan para conocer el Fundidora-Paseo Santa Lucía-Barrio Antiguo y de paso varios museos es tomar la embarcación, recorrer todo el paseo Santa Lucía, llegar a la Macro Plaza, visita barrio antiguo para una comida, café o cervezas  y algunos de los museos (Historia de Mexico, Historia del Noreste y MARCO) Al final como el boleto es redondo podrás regresar a Fundidora en la misma embarcación, ahora saliendo desde la Macroplaza. (Ojo el último sale a las 8.30 pm)";5
1349;Me he alojado aquí por casi 10 veces y escribió algunas críticas en el pasado. Normalmente me he quedado bastante satisfecho con este hotel, incluso feliz, yo diría. Pero esta vez realmente arruinó mi percepción.  Descubrí una falta general de limpieza en general. Realmente no importa. Permítanme ser más específico. . .  Cuando entré en mi habitación, había dos papeles utilizados en la planta. tejido Pensé que era un error y simplemente olvídate. Pero cuando miré detenidamente, también había un champú utilizado en la ducha y un jabón usado en el fregadero. Inmediatamente solicité un cambio de habitación y me conceden sin dudarlo. Incluso me pasaron a una suite y nos sentimos tranquilos y aliviados. Pero los días siguientes los problemas de limpieza continuó:  - La señora de la;3
1350;Excelente lugar para descansar y distraerse. Excelente atención en sun bar por parte de Verónica y Dorian. Totalmente recomendable visitar el hotel por cada uno de sus restaurante y albercas. Todas las amenidades del hotel en excelentes condiciones y las atracciones dentro del hotel muy divertidas.;5
1351;No entiendo como este restaurante  tiene certificado de calidad, la comida pésima, era comida hervida sin ninguna sazón. Ah además no habia agua natural... No se lo recomiendo a nadie!;1
1352;"Es sorprendente que una cadena hotelera como Estelar y Occidental Hoteles regenten un hotel autodenominado como ""Luxury"" y muchos hostales de barrio perifericos de Europa son mejores. Engañar con el precio para dar valor a las cosas es de necios. Y más cuando la parte humana en el turismo es esencial , el trato otorgado al cliente es insultante , rayano a la indiferencia sobre las verdaderas necesidades del cliente. Considerado la ubicación lejana del hotel todo lo comentado se magnifica. Ya que uno acaba siendo prisionero del más servicio y la pésima calidad. Ejemplos son dichas sin agua caliente , fugas y goteras, no cambio de toallas, entregar una llave de habítacion para dos, cobrar por la pérdida de la llave, solicitar reserva para cenar en un restaurante vacío, no permitir…";2
1353;costos de las comidas todos queremos saber el precio de lo que te vas a comer antes de llegar mmmmmm;4
1354;"Este paladar tiene techos altos y decoración encantadores interesantes. La comida estaba bien, y nos gusta el plato de aperitivo. Hay un montón de incienso leña para ocultar el olor de tráfico local de camiones y es un poco intenso. Además, el cuarto de baño...estaba roto y no funcionaba. era bastante desagradable.

Un final de diversión era un pin para cada mujer y un puro para cualquiera que quiera. Ir al Paladar La Esperanza para una mejor comida.Más";3
1355;Caminamos la pared primero y que entró en el centro histórico de Cartagena. Una bonita, agradable ciudad vieja con carros de caballos, un montón de recuerdos, increíble catedral e iglesias, rica cultura y mucha historia. Muchos restaurantes y bares.;5
1356;Una larga cola para coger el transporte, pero que probablemente fue simplemente porque el mes y durante las vacaciones. Pero inolvidable experiencia global ❤️ me encantó.;5
1357;Estuvimos allí 8 de julio - 16 con nuestros dos niños. El complejo es increíble. Nuestro hijo de 5 años corrimos al club de niños cada día. Las mujeres que mantienen felices eran fantásticos. Él todavía está hablando de ellos. Las habitaciones eran cómodas. Las piscinas eran infinitamente divertido y la comida era deliciosa y parada. Nuestra habitación estaba siempre perfectamente limpio. El servicio de todo el personal fue perfecto. Todos parecían estar muy contentos de estar en el trabajo! Gracias por tomar tan bien de nosotros.;5
1358;Visita obligada en guanajuato capital, es visitar la basílica de Guanajuato en donde se encuentra el cuerpo de santa efigenia en uno de los costados dentro de la iglesia, dice la leyenda que la santa se esta levandanto, su cuerpo esta recostado sobre unos almohadones, pero si te fijas bien, su cuerpo no los toca esta como volando, dicen que el dia que la santa se enderece totlamente ese dia es el fin del mundo. leyenda divertida, vale la pena verla.;5
1359;La plaza es bonita, los edificios, el ambiente, lo único malo es que a una calle nos robaron una mochila con 100 cucs y otras cosas de valor, la policía solo diho que si denunciabamos perderíamos mucho tiempo, en fin, nos quedo la experiencia, también cerca de acá nos encontramos a un cubano que con engaños nos llevo a un lugar donde nos cobraron en 4 cuc cada mojito cuando por lo regular cuestan 2 o 3 cuc;4
1360;"La comida es buena, el sitio bonito, buena atenci'on. Pero el frio que hace no lo deja a uno comer tranquilo, dan ganas de irse lo mas pronto posible. Esto es una l;astima porque sino seria muy acojedor.";3
1361;"Acabo de volver de pasar una semana en Cartagena. Ante todo, nuestra ""manzana"" local para esta oferta no apareció en el aeropuerto para recogernos. Nadie en el aeropuerto sabía donde estaba el Occidental Grand, y parecía que nunca había oído nada de él. Finalmente, alguien nos consiguió un taxi para que nos llevara hasta el complejo. Descubrimos que el nombre del hotel había cambiado hace algún tiempo al Estelar Grand Playa Manzanillo. Todos los documentos de la oferta eran del Occidental Grand. Una vez que llegamos en todo el complejo, rápidamente nos dimos cuenta de que nadie hablaba inglés lo suficiente como para comunicarse con eficacia. También nos dimos cuenta que no había otros americanos en el complejo y la mayoría de los clientes eran colombianas. Los empleados eran lo…";2
1362;No deje de visitar el castillo y quédese para ver la CEREMONIA del cañón a las 21 hs. Es la misma desde hace siglos. Es muy bonita y emotiva. Excelente  todo !! considerar que hay que ir y volver en taxi o excursión,  ;5
1363;Un lugar bello espectacular con teleférico funicular único con restaurantes deliciosos y una vista increíble una iglesia muy bella y una tienda de recuerdos formidable;5
1364;Probablemente este sea uno de los restaurantes más populares de La Habana Vieja. Ubicado en uno de los rincones más agradables de la ciudad. Reservar resulta complicado pues están siempre MUY llenos. En mi caso, tuvimos que perseverar en nuestra intención de cenar ahí y...Más;5
1365;Para ser habitación de lux deja mucho que desear, porque muy mala la señal de tv, el aire acondicionado a veces no funcionaba y hay hoteles de 3 estrellas que cuentan con cafetera en la habitación y esta solo se redujo a una botella de agua por 4 días. ;2
1366;Les recomiendo hacer el recorrido en la zona arqueológica alrededor de la gran pirámide y posteriormente entrar a las entrañas de la pirámide. En ocasiones hay que esperar a entrar porque llegan grupos grandes, pero sí vale la pena hacer el recorrido por las excavaciones de los arqueólogos, es una experiencia muy interesante.;5
1367;Te dan un precio y te cobran otro más caro Te cierran las llaves  Sólo dan huevo en el desayuno, comida de mala calidad Mala atención de la recepción No hay forma de que emitas una sugerencia Paredes de tablaroca.. todo se escucha;2
1368;"- Muy hospitalarios anfitriones; - gran casa / habitaciones; - una buena comida por la cena desayuno; - ubicación tranquila caminado hacia la plaza principal; - y, por supuesto, la estrella del show es Gio.  Mérida tiene buena cerveza en Republica Hermana de artesanía por el camino (en la Calle 64 con Calle 55 por cruce).";4
1369;llegamos con mi familia ( 4 pers.) durante tres días en febrero de 2011. El lugar es gigantesco, muy bien ubicado y como fue el lugar desde donde se inició la revolución cubana se puede sentir los lugares que fueron expropiados. amplios lobbies y comedores. Ubicado en el sector de el Vedado es tranquilo para recorrer los alrededores ( aunque reconozco que lo hicimos solo de día), con muchos taxis a la puerta y buen servicio. Como el edificio es de la década del 40 tiene lugares con dificultades como los ascensores y los baños que son antiguos y con deficiencias en mantención. El desayuno americano es muy bueno, consta de una piscina pequeña en el segundo piso y con 5 restoranes donde puedes comer ( aunque son caros, pero estas seguro en el hotel). El cambio de dinero lo puedes…;4
1370;Las tarifas son más baratas hasta Monserrate los domingos. Hay un montón de gente, y quiero decir un montón de gente aprovecha. Me pareció demasiado lleno para mis gustos. prefiero pagar más para ir en un día de la semana, y voy a compartir ese consejo con todo el mundo.Las estaciones de la cruz están bastante bien, y las vistas de Bogotá son espectaculares. Incluso encontré que el mercado en la cima era en muchos casos, mejor precio que en la Candelaria.;3
1371;llegamos al hotel el 2 de Octubre,aunque sus instalaciones ya son un poco viejas,la satisfacion de su ubicacion,andando a la habana vieja,cerca de todo,ha sido fenomenal,luego el trato del personal,lo mejor en recepcion Grettel,Rosita,y demas compañeros,siempre amables y dispuestos, el buffet muy correcto atendidos por aAlbert el maitre,amable siempre, y las habitaciones muy correctas,limpieza y trato excelente por parte de nuestras Yoly y Bety, enfin un placer y gracias por todo.Volveremos.;5
1372;Es un lugar al que tienes que ir. Es conocer por cultura y por ver algo que en ningún otro lugar lo vas a encontrar. Con una vez que vayas es suficiente. Falta un poco más de organización para no esperar tanto para entrar, además de mejorar la apariencia exterior del lugar.;4
1373;Es maravilloso, su pirámide es impresionante y su museo de sitio tiene una maquetas maravillosas. Excelente para ir en familia;4
1374;Nuestra última noche en Mérida cenamos en Apoala. Aunque había muchos ingredientes que estábamos familiarizados, pero nos arriesgamos y no nos decepcionó. Compartimos una casa fantástica ensalada con atún braseado (excelente), y también disfrutamos de la Arrancha y pescado del día (mero sobre gnocchis con...salsa de queso para morirse! ).  un postre compartido de chocolate también era excelente. Las reservas son una visita obligada, sobre todo si quieres sentarte fuera.Más;5
1375;"Aunque no soy un gran fan de los miradores y vistas de la ciudad, este hotel es una muy agradable; que ofrece una buena panorámica de Bogotá. El trayecto es bastante divertido, y el paseo hasta la iglesia le llevará a lo largo de las 14 etapas sufrimiento de Cristo. Será lo más destacado de su viaje? Espero que no, pero vale la pena tomar el paseo hasta allí.";3
1376;Este es uno de los mejores hoteles de Cuba. Un hermoso vestíbulo con mucho que ofrecer. Sin embargo, esto no se acercan a su contraparte en el otro lado de la isla de Santiago. Cuando comimos en el bar, el camarero era extremadamente grosero y corto. Él también nos informó en una de las varias veces que comimos allí que lo estaban cerrando y tuvimos que pagar ... después de que nos habíamos puesto nuestra orden. Vimos mientras esperábamos nuestra comida y continuó a nuevos clientes hasta que nos fuimos. Horas más tarde, volvimos a el vestíbulo y él todavía estaba allí por los clientes. Al día siguiente se ofreció ninguna disculpa.  El vestíbulo y jardín de la cascada del sótano acuerdo es maravilloso. Internet WI-FI está disponible en la oficina de negocios, sin embargo es…;3
1377;Hotel insignia en cartagena con una inigualable atencion de su personal .habitaciones comodas y espaciosas con vista a las piscinas del hotel,un buen desayuno bufet.y el cual permite a los huespedes utilizar los demas restaurantes del complejo aledaño .;5
1378;Compren un buen plan y a disfrutar!!!!, es una maravilla, es místico y nos transporta, son las cosas que maravillan y generan cuestionamientos;4
1379;Es un 5 estrellas, con muy buen personal, amable, buenas instalaciones, buena limpieza, muy agradable, lo unico seria: no hay sombrillas o parasoles en ninguna de las piscinas, no hay mariscos en el buffett, solo pescado frito, y el precio del Spa es absurdo ni en un Marriott vale lo que cobran;4
1380;Los animadores :Vanessa y angel 🙏🏼 😊 muy activos alegres mi familia feliz la estancia en las actividades de la alberca en mayan palace joy squad 🎉💙💙🤙🏼 los juegos entretenidos para niños y adultos;5
1381;la verda el echo de que ubiera un lugar para desyunar familiar me paresio muy bueno tanto asi que desidimos llebar a nuestros hijos a desayunar ya que aman los pancakes y waffles cuando llegamos no avia mucha gente tomamos una mesa dentro al lado de la cajera nos dieron la bienvenida un cafe tomaron la orden de vebidas pero a la hora de ya pedir el desayuno si tardaron mucho tiempo en llegar para tomar la orden cuando tienes niños entre 3 y7 años es dificil de que puedan esperar, finalmente llego el mesero a tomar la orden pedimos 2 platos de pancakes y 2 omelettes se nos acabo el cafe nadie fue a reñenar la taza hasta que porfin alguien se aserco por que mi esposo le hablo llega el mesero con la jarra de cafe a llenar mi taza y la de mi esposo una jarra muy caliente tanto asi que el mesero lo dijo cuidado esta muy caliente pero el señor se le ocurre servirlo del lado donde se encuentra mi hija de 5 años le paso la taza por la cabeza se me iso muy mal de su parte por que en algun momento o mi hija se lebantaria de la silla podria golpear la jarra y sorpresa le ubiera caido el cafe super caliente a ella, despues de 30 minutos y no miento por que estabamos contando el tiempo ya que yo entraria pronto a trabajar llego el servicio para enpesar los pancakes estaban secos, los omelettes sin sabor las salsa que los acompañaban desabridas 0 savor mi esposo tubo que lebantarse por sus propias botellas de salsa catsu y tabasco ya que ellos nunca trajeron nada de eso y el pan que se supone acompaña el desayuno nunca llego hasta que lo pedimos llego hasta que todos terminamos de comer y ya nos retirabamos nunca se ofresieron a rellenar las tazas de cafe nunca nadie se aserco a preguntar si todo estaba bien nada hasta la hora que se llego lacuenta y ya nosotros molestos llego un mesero a pedir disculpas por las tardanzas de la comida y blablabla la verdad creo que yo en particular no regresaria que malo porque si esta a unas cuadras de mi casa y si es bueno tener un lugar serca adonde salir a disfrutar un desayuno con la familia pero si voy agastar esas cantidades en un desayuno prefiero haserlo en karens places un restaurante en bucerias mas retirado pero 100% seguro que esto no me susedera hay, sorry pero dificilmente les doy otra oportunidad de cambiar de opinion aparte trabajo en un hotel de concierge y no recomendaria ese lugar a un huespedes que me piden recomendasiones de algun lugar serca para desayunar claro que nunca los madaria hay con la pena.....;3
1382;Muy mala organización en el check in. Largas filas de espera sin recibir una explicación. Varias personas esperando les entreguen sus habitaciones estando a la hora de su ingreso. Si pides hablar con alguién imposible . Muy mal el ingreso;1
1383;He escrito acerca de este lugar en el pasado. La comida sigue siendo decente, pero el servicio es totalmente abismal. Tomo 1. 5 horas para conseguir comida para mi grupo con camareros indiferente. Que se puede esperar de un sitio familiar el gobierno? Ir a...un restaurante privado y tener una mejor experiencia.Más;3
1384;Me pareció atractivo a primera vista, pero no me encantó. Vi los cortes de carne que llevan a la mesa y ninguno me atrajo, se veía como si ya tuvieran varios días en exhibición, y terminé por pedir salmón. Estaba bastante seco, y la guarnición...Más;3
1385;regresabamos del hotel melia las dunas, en cayo santa maria, dias hermosos, y nos encontramos con este gran hotel.bello, nos encanto, acogedor , limpisimo, frente al malecon. muy bueno.el desayuno excelente, de lo mejor.;5
1386;Mucha gente y gran espectativa para lo que realmente es... Un excelente servicio, comida buena yucateca sin ser Gourmet ni espectacular...;5
1387;Me pareció de hecho interesante pero me dio pena no contar con alguien que explicara un poco más de la cultura que trabajó el oro. Hay anuncios en cada lugar para leer y entender de qué se trata pero queda corto y a veces da flojera leer cada uno.;4
1388;"Me alojé a finales de enero para un congreso y mi opinión es pésima , 1. Cuando llegué a la habitación el milibar estaba muy sucio, había reventado una botella de coca cola y nadie lo había recogido ( y eso que me hicieron esperar dos horas para entregarme la habitación ) 2 si te alojas en una suite de torre del mar ...no esperes agua caliente! Tienes que abrir la ducha durante 15 minutos ( no exagero nada) para que salga "" algo"" templada y no exagero ni un minuto 3 en general el servicio en todas partes ( recepción limpieza y restaurantes) es muy malo. Te responden con monosílabos y la sonrisa la dejan para el hotel de al lado, te traen las cosas tarde y con desgana 4 la comida es mediocre y el desayuno es francamente malo 5 la playa es bastante fea y muy sucia 6 el aire…";2
1389;Fuimos en la noche, saliendo de la Bodeguita de en Medio, vale la pena visitarla. Se ve preciosa. Luego al visitarla de día, nos tomamos la foto. Está muy linda... ;5
1390;Tener cuidado con los objetos personales pues los meseros las pueden esconder para quedarse con ellas. Le informamos al administrador y poca atención presto a tan terrible situación vivida.;5
1391;Realmente no me informe sobre este lugar, fuimos con la idea de almorzar en un restaurant y no pasamos del aperitivo, las empanadillas que pedimos de entrante que decian ser de variados y exquisitos sabores, me parecieron de picadillo de soya. Para ser un bar,...Más;4
1392;Lo único a destacar es la fuente de Neptuno, desgraciadamente está rodeada de puestos ambulantes  que tapan su vista y ensucian el entorno. No da sensación de seguridad pese a estar en el centro y rodeado de museos. No lo recomiendo.;4
1393;Es una lástima que todo sea tan comercial. Todo tan privatizado. Ni un puesto de informacion turistica. Hasta ahi intentan venderte tiempos compartidos. Las piramides valen la pena recorrer 3hs desde Cancún por la ruta a Valladolid y pagar un peaje de 295$ mex. Pero lo recomiendo ya que es mas recto que ir cruzando todos los pueblos. Y evitar algún policía corrupto que puede pararte para pedir coima ya que saben que es un auto alquilado por la patente. Igual es un lugar que hay q ir. Pero invaden demasiado algo tan hermosamente natural;5
1394;"Un lugar fantástico- más imponente y convincente de lo esperado. organizar una excursión privada- investiga- hacer investigación primero. tienes transporte privado, aire acondicionado, un guía y almuerzo y una visita a un cenote local si está incluido. Ir en un día laborable y temprano como puede. Sí, hay vendedores- solo acepta que como un hecho; son gente tratando de hacer una vida básica y realmente no son tan agresivos. Nadie está obligando a comprar nada y tienen algún material interesante. tomar unas botellas de agua y una cámara o teléfono con una cámara. Como otros comentarios indican, que ""tiene que pagar dos veces"" (a menos que su excursión ha hecho arreglos especiales de pago por adelantado).  Pasar el tiempo mirando las tallas tales como el águila con el corazón humano en sus garras y escuchar lo que la guía dice que significa. Camine por el ""campo de pelota"".  aplauda allí y en el lado del templo y averiguar qué ocurre.ser paciente, tómese su tiempo, y el resultado será encantamiento.";5
1395;Hotel en buena ubicación cerca del zócalo y con servicios para personas con incapacidad, las mucamas muy serviciales solo algo negativo en el momento del desayuno falta personal,el buffet es variado y de buena sazón, si quieres comer en el restaurante recomiendo la arrachera, si gustas de la piscina este hotel la tiene no es grande pero los niños la disfrutarán.;4
1396;Estuvimos alojados la ultima noche de nuestra estancia en Cuba y fue horroroso, moqueta vieja, las sábanas eran pequeñas que el colchón, el desayuno fatal, moscas poca calidad, el hotel se ve sucio, viejo, descuidado. no nos gustó nada!!. estuvimos a punto de cambiar de hotel, pero eran muchos inconvenientes. Y te lo venden como un hotel 4 estrellas, aquí sería pensión Lolita!!;3
